,Churn,AccountWeeks,ContractRenewal,DataPlan,DataUsage,CustServCalls,DayMins,DayCalls,MonthlyCharge,OverageFee,RoamMins,Pred,Proba,Decile
2591,1,122,1,0,0.0,1,231.2,141,63.0,13.39,8.8,0,0.35478893,8
2592,0,163,1,0,0.0,5,202.9,100,50.0,8.93,12.8,0,0.002708575,4
2593,0,93,1,0,0.0,0,149.6,120,43.0,10.04,14.3,0,0.0004818968,1
2594,1,115,0,0,0.0,1,345.3,81,76.0,10.17,11.8,1,0.97402835,9
2595,1,25,1,0,0.0,1,264.9,80,69.0,14.06,8.4,1,0.9822481,9
2596,0,73,1,0,0.0,1,122.0,92,33.0,6.92,5.8,0,0.0029807054,4
2597,0,120,1,0,0.0,2,177.2,88,54.0,13.52,14.0,0,0.005661774,5
2598,0,196,1,0,0.36,1,133.1,80,44.6,10.33,10.3,0,0.0010381775,2
2599,1,97,1,0,0.0,0,225.1,90,63.0,13.98,8.8,1,0.98897666,9
2600,0,148,1,0,0.0,1,208.4,120,51.0,8.72,11.2,0,0.00066716055,1
2601,0,85,1,1,3.11,1,173.1,107,82.1,12.36,11.5,0,0.0035805597,4
2602,1,86,0,0,0.0,2,162.4,131,42.0,8.35,11.4,1,0.78306973,8
2603,0,78,1,1,1.73,2,281.2,93,80.3,8.91,6.4,0,0.007412901,6
2604,0,106,1,0,0.0,3,208.3,89,50.0,8.47,15.9,0,0.00216727,3
2605,0,147,1,1,3.81,2,243.4,126,103.1,13.69,14.1,0,0.054388747,8
2606,1,145,1,0,0.0,1,224.2,89,65.0,15.75,16.1,1,0.9418773,9
2607,0,91,1,0,0.0,3,189.3,100,53.0,11.97,9.9,0,0.0034827355,4
2608,0,81,1,1,1.81,4,168.3,124,70.1,13.55,6.7,0,0.073922776,8
2609,0,116,1,1,2.89,1,232.9,90,81.9,7.61,10.7,0,0.00010967558,0
2610,0,69,1,1,1.59,1,155.0,98,54.9,7.12,5.9,0,0.00040263624,0
2611,0,135,1,0,0.0,0,154.4,130,44.0,10.19,11.8,0,0.0015541584,3
2612,0,73,1,0,0.0,2,234.7,102,57.0,9.79,8.4,0,0.00662689,6
2613,0,48,1,0,0.0,1,240.0,88,53.0,7.05,7.1,0,0.013204026,6
2614,1,125,0,0,0.3,0,298.4,78,77.0,13.53,12.2,1,0.98815745,9
2615,0,100,1,0,0.0,1,166.0,102,49.0,11.81,10.9,0,0.006153237,5
2616,0,165,1,1,4.32,0,111.6,140,81.2,10.67,16.0,0,0.0040052207,5
2617,0,64,1,0,0.0,2,174.5,98,45.0,9.01,10.7,0,0.047452454,8
2618,0,116,0,1,1.86,1,175.5,137,66.6,10.53,6.9,0,0.005491324,5
2619,1,147,0,1,3.0,3,157.5,109,73.0,9.48,11.1,0,0.022091258,7
2620,0,115,1,0,0.0,1,206.2,113,51.0,8.82,11.0,0,0.000630054,1
2621,0,84,1,1,2.03,4,207.5,138,73.3,10.05,7.5,0,0.013351611,6
2622,0,86,1,1,3.13,4,144.8,105,74.3,10.31,11.6,0,0.0937466,8
2623,0,134,1,0,0.0,2,258.8,85,56.0,6.48,10.9,0,0.011404724,6
2624,1,105,1,0,0.0,0,226.9,106,55.0,9.11,11.6,1,0.8176487,8
2625,0,88,1,0,0.0,2,152.9,119,41.0,8.56,12.0,0,0.0014853078,3
2626,0,90,1,1,3.4,2,156.7,51,81.0,11.83,12.6,0,0.00091757486,2
2627,0,86,1,0,0.0,1,150.8,85,51.0,14.8,12.5,0,0.00059091597,1
2628,0,37,1,0,0.3,4,221.0,126,58.0,10.23,6.8,0,0.0012758517,2
2629,1,141,1,1,1.81,1,322.4,92,97.1,14.16,6.7,1,0.97317207,9
2630,0,148,1,0,0.0,2,153.6,148,49.0,13.11,9.8,0,0.0021643848,3
2631,0,163,1,1,3.35,2,215.1,91,82.5,6.95,12.4,0,0.0042318706,5
2632,0,89,1,1,3.19,1,174.4,108,78.9,9.84,11.8,0,0.0013845295,2
2633,0,63,1,0,0.19,0,180.5,126,52.9,11.5,10.6,0,0.0017401056,3
2634,0,102,1,0,0.0,2,123.1,106,37.0,9.1,12.6,0,0.02279274,7
2635,0,76,1,0,0.21,1,165.7,94,53.1,12.87,10.0,0,0.022006352,7
2636,0,104,1,0,0.0,2,200.2,92,45.0,5.94,6.0,0,0.0009081738,2
2637,0,109,1,0,0.0,3,154.8,82,51.0,14.39,5.9,0,0.0021198792,3
2638,0,105,1,0,0.28,2,125.4,116,46.8,13.08,11.4,0,0.0030149824,4
2639,0,63,1,1,3.29,1,184.2,111,90.9,15.63,12.2,0,0.0006269544,1
2640,0,105,1,1,2.92,3,274.7,99,93.2,9.68,10.8,0,0.0016540546,3
2641,0,68,0,1,3.05,1,142.0,140,75.5,12.08,11.3,0,0.011776572,6
2642,0,63,0,1,2.7,1,151.5,99,66.0,7.39,10.0,0,0.002050363,3
2643,0,74,1,0,0.0,3,124.8,114,33.0,6.65,10.6,0,0.00042570414,0
2644,0,76,1,0,0.35,0,179.2,85,53.5,11.15,12.4,0,0.0015448278,3
2645,1,91,0,0,0.0,2,246.4,110,58.0,9.1,12.1,1,0.93309605,9
2646,0,101,1,0,0.0,5,232.7,114,56.0,9.32,11.5,0,0.00526418,5
2647,1,116,1,0,0.0,0,288.0,120,71.0,12.79,13.4,1,0.998334,9
2648,0,131,1,1,3.43,1,170.8,145,84.3,11.84,12.7,0,0.016224183,7
2649,0,84,1,0,0.0,1,216.1,114,54.0,9.88,9.8,0,0.0013822088,2
2650,0,104,1,0,0.0,2,138.7,100,42.0,10.77,4.9,0,0.0032203363,4
2651,0,108,1,0,0.21,3,210.7,112,59.1,11.94,9.2,0,0.0010029739,2
2652,0,111,1,0,0.33,0,181.8,117,48.3,7.91,9.7,0,0.00043867112,1
2653,0,155,1,1,3.35,1,61.6,103,66.5,12.76,12.4,0,0.0032489812,4
2654,0,66,1,0,0.0,1,207.7,85,53.0,9.84,6.8,0,0.001229872,2
2655,0,64,1,0,0.4,1,219.2,73,56.0,8.35,10.0,0,0.00019703899,0
2656,0,69,1,0,0.3,2,227.0,122,64.0,12.94,8.9,1,0.7373921,8
2657,0,116,1,0,0.0,3,245.9,73,63.0,12.01,8.9,0,0.049612895,8
2658,0,101,1,0,0.0,0,257.3,84,60.0,9.24,13.5,0,0.34169438,8
2659,0,15,1,0,0.0,2,121.1,130,39.0,10.8,16.1,0,0.0021886379,3
2660,1,88,1,0,0.39,4,301.5,136,77.9,12.89,13.4,1,0.9781643,9
2661,0,197,1,0,0.0,0,233.9,96,59.0,10.95,9.5,0,0.0057885526,5
2662,1,50,0,0,0.34,2,99.6,108,47.4,15.44,13.7,1,0.9765573,9
2663,0,172,1,0,0.0,2,169.8,123,45.0,9.16,12.7,0,0.0033564237,4
2664,1,188,0,1,3.89,1,198.8,115,86.9,8.33,14.4,1,0.98369664,9
2665,0,85,0,0,0.0,3,116.2,86,40.0,11.49,10.1,0,0.020820227,7
2666,1,103,0,0,0.0,1,255.9,128,56.0,7.05,12.1,1,0.9613091,9
2667,0,136,1,1,2.7,3,187.7,84,78.0,11.05,10.0,0,0.0145618515,7
2668,0,155,1,1,2.32,0,195.9,91,75.2,10.7,8.6,0,0.0003923422,0
2669,0,145,1,0,0.0,2,129.4,97,38.0,9.27,1.1,0,0.004294426,5
2670,0,116,1,1,2.43,2,221.0,108,75.3,7.55,9.0,0,0.00047199093,1
2671,0,152,1,0,0.0,2,140.5,92,40.0,9.34,9.5,0,0.0020099252,3
2672,1,65,0,0,0.31,0,277.9,123,64.1,7.79,9.2,0,0.3614118,8
2673,1,180,1,0,0.0,3,224.9,105,60.0,12.5,6.7,1,0.88668597,8
2674,0,67,1,0,0.0,0,109.1,117,38.0,10.87,12.8,0,0.0021360118,3
2675,0,60,1,0,0.0,0,207.8,109,46.0,6.18,5.7,0,0.00308467,4
2676,0,138,1,0,0.0,0,205.9,96,57.0,12.86,12.1,0,0.014231212,7
2677,1,44,1,0,0.34,4,308.6,139,69.4,7.54,7.3,1,0.98093927,9
2678,0,25,1,0,0.33,2,242.6,69,63.3,10.45,14.4,0,0.056353785,8
2679,0,145,1,0,0.0,1,229.6,82,51.0,6.91,3.3,0,0.009593844,6
2680,0,122,1,1,2.08,2,166.0,62,69.8,11.7,7.7,0,0.00053264573,1
2681,1,121,1,0,0.21,0,144.8,126,44.1,10.03,13.3,0,0.00045906432,1
2682,0,55,0,0,0.0,0,106.1,77,29.0,6.18,12.9,0,0.0704811,8
2683,0,77,1,0,0.0,1,221.8,84,52.0,8.3,13.2,0,0.0005403707,1
2684,0,12,1,0,0.0,2,204.6,98,53.0,10.63,9.8,0,0.0010784006,2
2685,0,64,1,0,0.31,3,213.5,93,54.1,8.33,14.1,0,0.0002289605,0
2686,0,92,1,1,2.7,2,152.0,95,77.0,13.75,10.0,0,0.015599236,7
2687,1,125,0,1,4.59,1,260.8,81,104.9,8.19,17.0,1,0.97545165,9
2688,0,160,1,0,0.0,1,166.4,117,56.0,15.85,10.0,0,0.036827046,7
2689,0,79,1,0,0.0,0,177.9,83,45.0,8.37,15.2,0,0.017909467,7
2690,0,36,1,0,0.0,3,235.1,97,57.0,9.84,7.0,0,0.001992247,3
2691,0,102,1,0,0.0,2,186.8,92,47.0,8.69,9.7,0,0.008755253,6
2692,0,138,0,0,0.0,1,268.4,81,61.0,8.72,11.6,0,0.052347485,8
2693,0,164,1,0,0.0,3,192.1,95,54.0,12.49,7.3,0,0.014406073,7
2694,1,125,1,0,0.0,0,240.7,82,64.0,13.47,10.1,1,0.9593324,9
2695,0,72,1,0,0.28,2,179.9,113,46.8,7.49,9.8,0,0.00019452136,0
2696,1,74,1,0,0.0,3,314.1,86,73.0,11.12,12.3,1,0.9971637,9
2697,0,134,1,1,3.21,0,162.0,82,88.1,16.24,11.9,0,0.007894012,6
2698,0,145,1,0,0.0,1,175.8,89,54.0,13.72,12.4,0,0.0136614675,7
2699,0,136,1,0,0.0,0,109.4,91,37.0,10.38,11.6,0,0.0063712127,5
2700,1,209,1,0,0.0,3,255.1,124,63.0,11.53,8.5,0,0.4475502,8
2701,0,66,0,0,0.28,3,208.7,84,53.8,8.67,8.3,0,0.0010798589,2
2702,0,152,1,1,2.13,1,214.6,108,66.3,4.83,7.9,0,0.0035925219,4
2703,0,162,1,0,0.0,1,49.2,121,21.0,7.2,12.1,0,0.0003052846,0
2704,0,72,1,0,0.2,2,141.3,133,38.0,6.75,11.2,0,0.007923,6
2705,0,101,1,0,0.37,4,253.2,89,67.7,11.9,9.7,0,0.09902154,8
2706,0,125,1,0,0.0,0,206.0,128,52.0,9.91,13.2,0,0.0007055229,1
2707,0,46,1,0,0.0,2,40.4,105,22.0,8.62,9.0,0,0.0004084549,0
2708,1,132,1,0,0.0,1,291.2,104,70.0,11.71,8.9,1,0.9996842,9
2709,0,193,1,1,3.16,0,71.2,58,54.6,6.24,11.7,0,0.0013154217,2
2710,1,63,1,0,0.0,0,261.8,69,66.0,12.25,14.7,1,0.95452076,9
2711,0,124,1,0,0.0,1,191.3,134,55.0,13.08,10.0,0,0.007773321,6
2712,0,144,1,0,0.0,0,133.3,101,45.0,12.78,11.6,0,0.0026248877,4
2713,0,116,1,1,1.62,2,183.6,138,65.2,10.19,6.0,0,0.027590783,7
2714,0,189,1,1,4.16,1,155.2,116,84.6,9.78,15.4,0,0.0011252397,2
2715,0,97,1,1,1.65,1,283.1,93,80.5,9.27,6.1,1,0.5743326,8
2716,0,137,1,1,3.27,2,186.5,94,79.7,8.9,12.1,0,0.003157722,4
2717,0,142,1,1,1.16,0,163.3,104,51.6,6.8,4.3,0,0.010383795,6
2718,0,84,1,0,0.0,1,203.4,125,51.0,9.15,13.8,0,0.0023343319,4
2719,0,119,1,1,2.7,1,178.1,110,76.0,10.64,10.0,0,0.00028381057,0
2720,0,158,1,0,0.0,1,195.9,103,41.0,4.46,10.3,0,0.0040308847,5
2721,0,50,1,0,0.29,1,295.3,127,64.9,6.37,9.6,0,0.47676083,8
2722,0,98,1,0,0.39,2,136.1,82,40.9,7.82,10.1,0,0.0024376323,4
2723,0,101,1,1,3.51,2,114.1,95,69.1,8.08,13.0,0,0.0005033622,1
2724,1,182,1,0,0.0,2,279.1,124,63.0,9.03,9.5,1,0.9042399,8
2725,0,51,1,0,0.0,0,169.3,111,41.0,6.98,12.0,0,0.00062642246,1
2726,0,117,1,0,0.26,2,214.4,94,51.6,6.9,9.9,0,0.0019222724,3
2727,0,92,0,0,0.0,0,255.8,125,56.0,7.14,11.7,0,0.05702397,8
2728,0,86,1,0,0.3,2,148.2,71,53.0,14.26,6.2,0,0.00041344712,0
2729,0,122,1,0,0.0,2,119.3,93,40.0,11.2,8.7,0,0.0764507,8
2730,0,156,1,1,4.0,1,192.3,137,90.0,10.0,14.8,0,0.0006725239,1
2731,1,127,1,0,0.0,0,245.2,91,61.0,10.86,13.9,1,0.8895507,8
2732,1,130,0,0,0.0,5,216.2,106,68.0,18.19,16.9,1,0.9945655,9
2733,0,158,1,0,0.0,2,172.4,114,52.0,12.83,0.0,0,0.0008008838,2
2734,0,145,0,1,3.0,1,175.3,107,73.0,7.67,11.1,0,0.012742074,6
2735,1,90,0,1,3.59,0,169.0,104,80.9,9.44,13.3,1,0.932607,9
2736,0,127,1,1,2.48,3,2.6,113,47.8,12.7,9.2,0,0.0074550244,6
2737,0,109,1,0,0.0,1,184.1,143,50.0,10.59,9.9,0,0.0022937714,3
2738,0,88,1,0,0.27,1,181.9,90,46.7,7.58,7.5,0,0.0005409662,1
2739,0,101,1,1,2.92,0,160.1,116,75.2,10.5,10.8,0,0.0012169895,2
2740,0,171,1,0,0.25,0,189.8,122,50.5,8.69,10.3,0,0.004974133,5
2741,0,21,1,0,0.0,1,223.2,142,57.0,10.83,12.4,0,0.00499566,5
2742,0,145,1,1,2.89,2,216.0,94,84.9,11.26,10.7,0,0.00097069814,2
2743,0,90,1,0,0.28,2,198.5,124,59.8,13.33,8.0,0,0.020646455,7
2744,0,33,1,0,0.21,1,159.5,115,46.1,9.77,7.1,0,0.00019409468,0
2745,1,61,1,1,2.75,2,105.0,78,61.5,9.03,10.2,1,0.8269858,8
2746,0,107,1,0,0.32,3,204.5,108,52.2,8.12,13.4,0,0.00027103597,0
2747,1,147,1,0,0.0,0,274.0,92,67.0,11.59,6.2,1,0.995861,9
2748,0,117,1,0,0.0,2,158.7,84,43.0,9.09,7.7,0,0.0013621153,2
2749,0,95,1,0,0.0,1,229.9,116,57.0,10.12,14.2,0,0.0028706547,4
2750,0,186,1,0,0.0,1,137.8,97,40.0,9.39,8.7,0,0.00130306,2
2751,0,128,1,0,0.0,0,179.4,94,54.0,13.52,7.9,0,0.004039215,5
2752,0,55,1,1,2.19,3,139.3,101,60.9,8.92,8.1,0,0.00017140378,0
2753,0,134,1,0,0.0,2,7.8,86,16.0,8.57,12.9,0,0.0018355455,3
2754,0,96,1,1,3.05,1,183.1,88,74.5,7.37,11.3,0,0.00075831485,1
2755,0,107,1,0,0.35,0,206.9,79,61.5,13.12,10.7,0,0.033295207,7
2756,0,123,1,0,0.0,2,140.0,106,37.0,7.69,12.5,0,0.0016254012,3
2757,0,35,1,0,0.0,2,179.2,59,55.0,14.17,5.8,0,0.0015111797,3
2758,0,74,1,0,0.0,0,177.4,136,51.0,12.02,12.0,0,0.016240053,7
2759,0,130,1,0,0.23,1,115.6,129,36.3,8.39,12.6,0,0.029048396,7
2760,1,137,0,0,0.0,0,237.3,103,56.0,8.84,14.2,1,0.9947173,9
2761,0,88,1,0,0.31,1,181.5,116,50.1,9.35,10.5,0,0.0015684643,3
2762,0,80,1,0,0.0,3,51.5,90,23.0,8.2,9.5,0,0.0015175324,3
2763,0,116,1,1,2.21,3,155.7,104,65.1,9.27,8.2,0,0.0012218725,2
2764,0,123,1,1,4.02,2,245.0,88,105.2,13.25,14.9,0,0.020140713,7
2765,0,120,1,0,0.0,1,131.7,99,37.0,8.16,10.7,0,0.008957816,6
2766,0,146,0,0,0.0,1,111.1,126,46.0,15.67,10.5,0,0.2183018,8
2767,0,106,1,1,2.21,3,88.5,100,65.1,16.24,8.2,0,0.01607791,7
2768,0,121,1,1,3.24,1,116.0,85,65.4,7.51,12.0,0,0.00097058807,2
2769,0,137,1,0,0.23,1,155.5,81,40.3,6.66,9.1,0,0.001101022,2
2770,0,84,1,1,1.54,2,106.5,65,53.4,11.29,5.7,0,0.0015491357,3
2771,0,67,1,1,3.56,1,175.2,68,82.6,9.96,13.2,0,0.008795897,6
2772,1,161,1,0,0.0,4,154.7,84,42.0,8.89,5.9,1,0.9796062,9
2773,1,134,1,1,1.65,2,247.2,105,78.5,11.28,6.1,1,0.91550714,8
2774,1,62,0,1,3.56,0,218.4,93,93.6,11.84,13.2,1,0.9708938,9
2775,0,120,1,1,2.43,1,227.5,81,83.3,11.75,9.0,0,0.0007690251,1
2776,0,130,1,1,2.0,0,185.0,117,73.0,12.48,7.4,0,0.0067078997,6
2777,0,20,1,0,0.0,2,186.8,89,54.0,12.67,12.3,0,0.0023324701,4
2778,0,68,1,0,0.0,1,158.8,119,45.0,10.59,10.3,0,0.004541604,5
2779,0,112,1,0,0.0,0,208.7,150,54.0,10.64,8.5,0,0.00069936283,1
2780,0,77,1,0,0.0,3,185.9,95,50.0,10.6,11.3,0,0.010040196,6
2781,0,109,1,0,0.0,2,222.5,74,53.0,8.49,9.0,0,0.0013559982,2
2782,0,108,1,0,0.0,3,201.1,101,49.0,8.54,11.6,0,0.0027426656,4
2783,0,79,1,1,2.46,1,167.9,114,74.6,12.19,9.1,0,0.00124686,2
2784,1,119,1,0,0.21,3,239.1,88,64.1,12.18,10.9,0,0.0050914637,5
2785,1,38,1,0,0.42,5,175.7,109,52.2,10.59,9.2,0,0.003092246,4
2786,1,109,1,1,2.43,6,111.2,90,66.3,13.18,9.0,1,0.9787708,9
2787,0,78,1,0,0.0,1,87.7,74,34.0,10.74,10.8,0,0.015212769,7
2788,0,134,1,0,0.0,0,244.1,99,63.0,12.35,7.2,1,0.88422704,8
2789,0,47,1,1,2.08,2,165.0,89,59.8,6.37,7.7,0,0.00016718182,0
2790,0,59,1,1,2.46,0,127.4,110,55.6,5.17,9.1,0,0.00040042208,0
2791,0,151,1,0,0.0,0,194.8,106,58.0,14.64,5.5,0,0.01881871,7
2792,0,129,1,0,0.0,1,54.7,131,32.0,12.81,11.1,0,0.0050349836,5
2793,0,107,1,1,3.89,2,283.4,104,106.9,11.21,14.4,0,0.008895966,6
2794,1,137,0,0,0.21,0,258.0,112,67.1,12.33,10.9,0,0.45439512,8
2795,0,76,1,0,0.38,1,90.5,142,37.8,10.59,9.3,0,0.005885483,5
2796,0,24,1,0,0.0,0,235.6,132,50.0,5.8,16.2,0,0.0050333166,5
2797,0,169,1,0,0.0,2,142.5,82,44.0,11.57,10.0,0,0.0059874803,5
2798,0,30,1,0,0.0,1,54.0,68,25.0,8.97,10.2,0,0.007846971,6
2799,0,70,1,0,0.0,3,214.8,87,48.0,6.55,9.4,0,0.0039819446,5
2800,1,52,0,0,0.0,0,251.4,118,60.0,9.83,11.0,1,0.8811513,8
2801,0,3,1,0,0.0,4,139.0,99,45.0,12.54,6.1,0,0.110264614,8
2802,0,38,1,0,0.0,2,117.3,114,38.0,10.44,14.4,0,0.006653436,6
2803,0,104,1,0,0.0,3,264.0,108,57.0,6.61,10.6,0,0.010290117,6
2804,0,27,1,0,0.0,1,82.6,105,32.0,10.2,9.1,0,0.0012744489,2
2805,0,166,0,1,3.08,1,175.8,126,82.8,12.68,11.4,0,0.031282917,7
2806,0,13,1,0,0.0,2,220.4,100,56.0,10.56,13.6,0,0.0016763916,3
2807,0,52,1,0,0.0,2,217.0,104,50.0,7.62,11.8,0,1.5812271e-05,0
2808,0,114,1,1,3.13,1,129.0,77,78.3,14.5,11.6,0,0.0031464307,4
2809,0,156,1,0,0.42,1,150.5,106,43.2,7.65,3.5,0,0.0006322252,1
2810,0,90,1,1,3.0,0,193.3,66,86.0,13.17,11.1,0,0.00024955568,0
2811,0,62,1,0,0.0,2,189.5,122,42.0,5.19,10.8,0,0.0030662522,4
2812,0,82,1,1,2.97,2,137.8,95,73.7,11.78,11.0,0,0.0006740543,1
2813,0,52,1,0,0.0,3,129.3,80,35.0,7.14,12.3,0,0.00016543274,0
2814,0,146,1,0,0.0,1,115.6,77,38.0,10.68,10.7,0,0.008272639,6
2815,0,120,1,1,1.94,2,221.9,114,79.4,12.74,7.2,0,0.0019731722,3
2816,1,130,1,0,0.0,1,263.7,113,61.0,9.33,18.3,1,0.8991258,8
2817,0,90,1,0,0.24,1,61.3,91,29.4,9.72,11.4,0,0.00048504208,1
2818,0,147,0,0,0.0,1,183.8,113,46.0,8.24,10.1,0,0.010016058,6
2819,1,159,1,0,0.0,0,167.4,68,41.0,7.19,10.3,0,0.0030504384,4
2820,0,74,1,1,3.56,4,154.1,122,78.6,9.77,13.2,1,0.51080126,8
2821,0,130,1,0,0.32,0,252.0,101,61.2,8.51,5.7,0,0.06541228,8
2822,0,155,0,0,0.0,0,163.1,94,53.0,14.59,11.2,0,0.3773184,8
2823,0,87,1,0,0.0,2,198.3,80,50.0,9.35,16.6,0,0.0071048867,6
2824,1,81,1,0,0.0,0,324.7,48,76.0,11.82,13.1,1,0.99434257,9
2825,0,99,1,0,0.0,2,128.3,78,41.0,10.77,14.3,0,0.0043632854,5
2826,0,131,1,0,0.0,2,187.9,110,49.0,10.03,10.2,0,0.016199118,7
2827,1,89,1,0,0.0,5,129.2,71,41.0,10.71,10.3,1,0.9991904,9
2828,1,123,0,0,0.0,4,125.5,106,33.0,6.45,6.3,1,0.9983145,9
2829,0,130,1,1,3.4,1,257.2,108,97.0,11.22,12.6,0,0.000522812,1
2830,0,99,1,0,0.0,1,124.6,90,34.0,7.32,10.5,0,0.0017818104,3
2831,0,36,1,0,0.0,1,175.1,144,49.0,10.85,9.9,0,0.0021145984,3
2832,0,87,1,0,0.0,3,124.3,91,36.0,8.67,7.5,0,0.0053957775,5
2833,0,139,1,0,0.0,2,271.6,130,60.0,7.8,11.6,0,0.028209414,7
2834,0,189,1,0,0.0,1,219.9,80,50.0,7.17,11.7,0,0.00026409604,0
2835,0,96,1,1,2.81,3,183.3,115,77.1,10.07,10.4,0,0.0031904778,4
2836,0,112,1,0,0.0,2,101.1,119,36.0,10.72,10.3,0,0.0142604355,7
2837,0,75,1,0,0.0,1,203.3,70,55.0,11.45,14.3,0,0.00074575073,1
2838,0,178,1,1,2.84,2,175.4,88,74.4,9.5,10.5,0,0.0039768703,5
2839,1,112,1,0,0.28,2,266.0,97,66.8,10.73,14.2,1,0.96970326,9
2840,0,108,1,1,2.92,0,171.6,110,70.2,6.81,10.8,0,0.0045495746,5
2841,0,100,1,0,0.0,0,78.7,98,33.0,11.28,14.0,0,0.0048706955,5
2842,0,121,1,1,2.54,0,211.9,110,80.4,10.76,9.4,0,0.00044726915,1
2843,0,116,1,0,0.16,1,63.7,101,29.6,9.79,10.0,0,0.0012863097,2
2844,0,161,1,0,0.0,1,173.4,100,48.0,10.69,11.5,0,0.008931059,6
2845,0,19,0,0,0.0,0,237.7,98,59.0,10.36,4.5,0,0.020754633,7
2846,0,104,1,0,0.0,1,225.9,123,53.0,8.14,10.1,0,0.020870501,7
2847,0,119,0,1,3.29,0,173.0,101,80.9,10.47,12.2,0,0.023008274,7
2848,0,125,1,0,0.0,0,224.9,102,51.0,7.19,8.0,0,0.015942521,7
2849,0,156,1,0,0.0,1,237.7,122,56.0,9.08,7.7,0,0.0072715227,6
2850,0,109,1,0,0.0,2,137.0,128,42.0,10.85,10.0,0,0.0037502062,4
2851,0,95,1,0,0.0,2,142.5,109,40.0,8.81,8.2,0,0.0020531719,3
2852,0,90,1,0,0.0,1,142.4,126,35.0,6.31,4.6,0,0.0077980002,6
2853,0,105,1,1,2.35,2,147.0,112,65.5,9.87,8.7,0,0.00055034325,1
2854,0,101,1,0,0.0,1,220.3,124,54.0,9.43,10.6,0,0.005012322,5
2855,0,95,1,0,0.0,1,149.2,96,48.0,13.04,8.1,0,0.007365459,6
2856,0,123,1,0,0.24,0,204.4,88,49.4,6.88,10.0,0,0.0014770876,3
2857,0,160,1,0,0.17,1,216.8,77,56.7,10.37,5.6,0,0.00079064467,1
2858,0,141,1,1,2.0,1,308.0,123,94.0,12.39,7.4,0,0.015995415,7
2859,0,87,1,0,0.0,0,58.0,125,16.0,3.38,11.5,0,0.0026065016,4
2860,0,81,1,0,0.0,2,173.2,80,50.0,11.81,11.8,0,0.0017090506,3
2861,0,75,1,1,3.54,4,210.3,90,92.4,12.09,13.1,0,0.0010899351,2
2862,0,126,1,1,3.27,0,58.9,125,68.7,15.28,12.1,0,0.0051777405,5
2863,0,28,1,0,0.0,3,236.8,102,55.0,8.36,9.7,0,0.004557102,5
2864,0,153,1,0,0.33,0,228.9,102,56.3,8.04,12.5,0,0.005960868,5
2865,1,97,1,1,2.32,2,90.0,87,62.2,13.82,8.6,1,0.8822123,8
2866,0,115,1,0,0.0,2,146.7,128,34.0,5.31,11.1,0,0.002647102,4
2867,0,95,1,0,0.0,1,237.3,83,54.0,7.7,11.2,0,0.0019761717,3
2868,1,17,0,0,0.36,0,162.8,118,51.6,11.48,13.6,1,0.9859503,9
2869,0,105,1,1,2.4,1,186.9,114,78.0,12.82,8.9,0,0.007803692,6
2870,0,121,1,0,0.0,2,86.1,100,37.0,12.99,9.1,0,0.06844056,8
2871,0,125,1,0,0.0,2,212.3,89,55.0,10.77,11.3,0,0.004433887,5
2872,0,124,1,0,0.0,2,151.0,98,36.0,6.03,9.2,0,0.0012434248,2
2873,0,35,1,0,0.0,2,158.6,67,39.0,6.52,6.9,0,0.0024647417,4
2874,1,134,1,0,0.0,0,296.0,93,70.0,11.32,12.3,1,0.9988663,9
2875,0,123,1,1,1.78,3,212.3,77,75.8,12.58,6.6,0,0.0053172163,5
2876,0,124,1,0,0.0,3,234.4,61,56.0,8.97,10.4,0,0.02788879,7
2877,0,133,1,0,0.0,2,176.8,92,46.0,9.38,6.5,0,0.0015079475,3
2878,0,185,1,1,2.59,0,157.3,123,74.9,12.89,9.6,0,0.00057164876,1
2879,0,1,1,1,2.7,1,146.6,68,67.0,8.64,10.0,0,0.00037276684,0
2880,0,107,1,0,0.0,1,260.5,108,53.0,5.12,9.8,0,0.018554147,7
2881,0,91,1,1,1.67,1,146.1,98,65.7,13.87,6.2,0,0.022227203,7
2882,1,178,0,0,0.0,2,124.5,134,34.0,7.06,11.4,1,0.92403114,9
2883,0,123,1,0,0.2,1,209.4,49,58.0,11.87,9.8,0,0.0005040726,1
2884,1,170,1,0,0.0,1,285.7,44,63.0,8.38,8.7,1,0.8406991,8
2885,0,135,1,0,0.0,1,190.9,44,47.0,8.07,8.4,0,0.0012188131,2
2886,0,85,1,0,0.0,1,144.4,88,48.0,13.23,9.9,0,0.0013199125,2
2887,0,134,1,1,3.0,2,208.8,130,77.0,6.65,11.1,0,0.0152419135,7
2888,0,148,1,1,2.94,1,77.6,141,60.4,10.35,10.9,0,0.00057859224,1
2889,1,93,1,0,0.24,1,271.1,101,69.4,11.87,8.4,1,0.97888434,9
2890,0,138,1,0,0.0,0,240.8,104,54.0,7.23,11.6,0,0.006708647,6
2891,0,159,1,0,0.0,0,114.8,98,36.0,9.63,12.2,0,0.0039895168,5
2892,0,103,1,1,3.19,1,138.8,80,67.9,7.1,11.8,0,0.00029382212,0
2893,0,150,1,1,1.94,0,209.8,112,68.4,7.75,7.2,0,0.0016842023,3
2894,0,37,1,0,0.32,3,134.9,98,48.2,12.42,14.7,0,0.0007905557,1
2895,0,33,0,0,0.0,0,164.0,99,41.0,7.66,6.4,0,0.013215569,6
